# dataset=entso_e_eic_directory
# created_at=2026-08-13T01:15:13Z
# source=https://eepublicdownloads.blob.core.windows.net/cio-lio/xml/allocated-eic-codes.xml
# source_sha256=b53840e8e377b11d12c63241a6a06e68ee36c221897930dae97c0c6ff1903a98
# record_count=76256
# active_record_count=72916
# inactive_record_count=3340
eic_code	status
11XGKB-1-------A	active
11XGKM-P-------6	active
11XGKU-OE------T	active
11XGLOBALINVESTI	inactive
11XGLOBALPOWER-L	inactive
11XGLOOD-------F	inactive
11XGLUECK-AB---N	inactive
11XGLUECKAUFBLPA	inactive
11XGMSGROUPGMBHG	inactive
11XGMZ-V-------7	active
11XGO2POWER----J	active
11XGOLDPOWER-119	inactive
11XGOLDSTROM---Q	active
11XGP-GERMANIA-3	active
11XGREENWORLD--U	inactive
11XGREV-DELTA--A	inactive
11XGREV-DIFF---L	inactive
11XGREV-VERL---P	inactive
11XGRUENPOWER--7	active
11XGSE-H0-----PA	active
11XGSKW-WHV----V	active
11XGSW-HANDEL--Z	active
11XGSWVERT66787T	inactive
11XGTRADE------H	inactive
11XGWB-NETZ----A	active
11XGWE1--------G	inactive
11XGWEBERSDORF-L	active
11XGWEPPELBORN-Y	inactive
11XGWGAP-------3	inactive
11XGWH---------3	active
11XGWHEIKENDORFF	active
11XGWHH-----01V8	active
11XGWHNET25469-P	active
11XGWN-V-------J	active
11XGWS---------U	active
11XGWS-GMBH----J	active
11XGWW---------N	inactive
11XHAL-NETZ-RESA	active
11XHANDEL-GASAGQ	active
11XHANSESTROM--9	inactive
11XHARZENERGIE-E	active
11XHARZENERGIEHF	inactive
11XHARZENERGIEL7	inactive
11XHARZENERGIESU	inactive
11XHASBERGEN---S	inactive
11XHASEENERGIE-S	inactive
11XHAW---------F	inactive
11XHCXTRADING--D	inactive
11XHEIDELBERG--S	inactive
11XHESSENERGY--6	inactive
11XHEW-ENERGY--U	active
11XHEW-R-------B	inactive
11XHEW-V-------C	inactive
11XHEXAKON-----T	active
11XHGEDE-------E	inactive
11XHILDESHEIM--I	active
11XHKW-PF------E	active
11XHKWDUISBURG2K	inactive
11XHOLCIM------1	active
11XHOYER-STROM-Q	active
11XHSE-SLOVENIAG	active
11XHSR---------2	inactive
11XHVHP2010----K	active
11XHYDROALU----2	inactive
11XHYDROENERGIEG	inactive
11XHYDROENERGY-Z	inactive
11XHYDROPRODUKS5	active
11XHYPERENERGY-6	inactive
11XHZO-LV-----1B	inactive
11XIBD----DE---3	active
11XIBERDROLA-013	active
11XICECLEAR----1	inactive
11XID-CAPACITY-9	active
11XIDP---------6	active
11XIEGMBH------I	inactive
11XIGET--------D	active
11XIKGREIFSWALDC	active
11XILMENAUWAERMD	active
11XIMCTRADING--0	inactive
11XIMEX--------C	inactive
11XINEOSWHV----O	inactive
11XINFINITI----2	inactive
11XINFRACDWSSTO0	inactive
11XINFRACEVBKWWH	inactive
11XINFRACKWSCYPZ	inactive
11XINFRACKWSEB-0	inactive
11XINFRACKWSEDE1	inactive
11XINFRACKWSEDMM	inactive
11XINFRACKWSEDW2	inactive
11XINFRACKWSGSEM	inactive
11XINFRACKWSOXMX	inactive
11XINFRACKWSREWL	inactive
11XINFRACKWSRMXW	inactive
11XINFRACKWSROER	inactive
11XINFRACKWSSTKX	inactive
11XINFRACKWSSTMT	inactive
11XINFRACMVKCPMQ	inactive
11XINFRACOR----L	inactive
11XINFRAFUERTH-F	active
11XINFRASERV-HOW	active
11XINNOGY------2	inactive
11XINPOWER-----M	active
11XINTEGROUPAG-O	inactive
11XINTELIGY----C	active
11XINTELION----M	inactive
11XINTELLICOM--0	inactive
11XINTELLIGREENB	inactive
11XINTERARGEM--Y	inactive
11XINVEST4321--C	inactive
11XIP-TRADING--X	inactive
11XIPERZEUGUNG-7	inactive
11XIPM-ENERGY--W	inactive
11XIPW01-------G	inactive
11XISGF--------O	inactive
11XIT-GLOBAL-C-A	inactive
11XITSD--------B	inactive
11XJARON-------M	active
11XJCENERGIE---X	inactive
11XJCN---------R	inactive
11XJCN-KWKG----S	inactive
11XJPMMLTRADINGW	inactive
11XJPMSLTRADING9	inactive
11XJPMVEC------Q	inactive
11XJUWI-GREEN--2	inactive
11XKARSTADT-W--9	active
11XKBG-HOMBERG-A	active
11XKBH-GMBH----7	inactive
11XKBK---------M	inactive
11XKE-CLUB-AG--Q	inactive
11XKE-POWER-AG-P	inactive
11XKEHAG-------F	inactive
11XKEHAGEH-----S	active
11XKEO---------G	active
11XKES---------9	active
11XKEV---------D	active
11XKEVAG-EEW---J	inactive
11XKEVAG-SWBADN6	inactive
11XKEVAG-SWHAIGC	inactive
11XKEVAG-SWHERBG	inactive
11XKEVAG-V-----7	active
11XKEW-V-------A	active
11XKFE---------3	active
11XKMW---------H	active
11XKNE---------I	inactive
11XKNV---------G	inactive
11XKO-BROKERS--V	inactive
11XKOM-SOLUTIONQ	inactive
11XKOMSOLUTIONG9	inactive
11XKOMSOLUTIONMY	inactive
11XKOOP000187--4	inactive
11XKORLEAINVESTY	inactive
11XKOS---------0	active
11XKOS-BAI-----4	inactive
11XKOS-BAI-NET-U	inactive
11XKOS-BAT-----1	inactive
11XKOS-BAT-NET-R	inactive
11XKOS-BAW-----H	inactive
11XKOS-BAW-NET-6	inactive
11XKOS-BEG-FS--C	inactive
11XKOS-BUR-----3	inactive
11XKOS-BUR-NET-T	inactive
11XKOS-DAC-----S	inactive
11XKOS-DAC-EE--4	inactive
11XKOS-DAC-NET-H	inactive
11XKOS-DNB-----5	inactive
11XKOS-DSDL----4	inactive
11XKOS-DSDL-NETP	inactive
11XKOS-ERD-----O	inactive
11XKOS-ERD-NET-D	inactive
11XKOS-FFB-----E	inactive
11XKOS-FRE-----8	inactive
11XKOS-FRE-NET-Y	inactive
11XKOS-H-------N	inactive
11XKOS-MUE-----W	inactive
11XKOS-MUE-NET-L	inactive
11XKOS-N-------6	inactive
11XKOS-OBD-----P	inactive
11XKOS-OBD-NET-E	inactive
11XKOS-PEI-----V	inactive
11XKOS-PEI-NET-K	inactive
11XKOS-TAF-----B	inactive
11XKOS-TRA-----L	inactive
11XKOS-TRA-NET-A	inactive
11XKOS-V-------8	inactive
11XKOS-V-01----Q	inactive
11XKOS-VWEW----X	inactive
11XKOS-VWEW-NETH	inactive
11XKOS-WAI-----0	inactive
11XKOS-WAI-NET-Q	inactive
11XKOS-WKB-----6	inactive
11XKOS-WKB-NET-W	inactive
11XKOV---------4	active
11XKREISWERKEGND	active
11XKSAG--------H	inactive
11XKUF-ENBW-REGB	active
11XKWF-D82490E8E	active
11XKWGS----0---0	inactive
11XKWH---------P	inactive
11XKWK-ENBW-NGO0	inactive
11XKWK-ENE-RS--7	inactive
11XKWK-EON-WW--6	active
11XKWK-MFN-WUE-6	active
11XKWK-NHF-----1	inactive
11XKWK-RNG-GES-B	active
11XKWK-SWM-NETZ0	active
11XL-STROM-XL-10	inactive
11XLANDENERGIE10	active
11XLANDENERGIE2Z	active
11XLBDVM--MPM--D	inactive
11XLCGENERGY---7	inactive
11XLEC---------O	inactive
11XLECHSTAHL---A	active
11XLECKENG-----Y	inactive
11XLET---------M	inactive
11XLET-BEW-----7	inactive
11XLET-GMH-----3	inactive
11XLEWAG-------M	active
11XLEWAG-MPM---Y	inactive
11XLICHTBLICK--C	active
11XLICHTKONTOR-0	inactive
11XLIKRA-------R	inactive
11XLINDE-------O	inactive
11XLIONENERGIE-J	inactive
11XLKWKITZINGENI	inactive
11XLOEWENZAHN--G	inactive
11XLSW-H-------T	active
11XLUCKENWALDE-8	active
11XLUFTHANSA-AG6	inactive
11XLUK-HELMBR--Y	active
11XLUMENAZA----N	active
11XLUMIUS------K	active
11XLUMIUSPL----2	inactive
11XLUXTRIO-----H	active
11XMAGNA-POWER-Y	inactive
11XMAINGAU63179W	active
11XMAINOVA-----9	active
11XMAINOVADELlMK	inactive
11XMAKDE-------T	inactive
11XMAPLELEAFGREP	inactive
11XMARK-E------8	active
11XMARKEDSKRAFT0	active
11XMASSTECH123-6	inactive
11XMDLANG------H	inactive
11XMDLANG2-----X	inactive
11XMEDICLIN-E--V	inactive
11XMEDL--------2	inactive
11XMEDL-02-----A	inactive
11XMEERWIND----7	active
11XMEGA-MONHEIMQ	active
11XMEM-METRO---X	inactive
11XMERCKSTROMBKS	inactive
11XMETTECHEN---M	inactive
11XMH2011EN----E	inactive
11XMITENERGY00-V	inactive
11XMITGASBILANZ0	active
11XMITTALSTEEL-N	inactive
11XMK-NORW-----D	active
11XMKENERGY----P	inactive
11XMKENERGYEEG-O	inactive
11XMKGROUP-----X	inactive
11XMKNET-------R	inactive
11XML----------X	inactive
11XMLCELTD-----I	inactive
11XMONTANA-----R	active
11XMORAVIAENERG6	inactive
11XMORGANSTANIDF	inactive
11XMORGANSTANLE4	active
11XMPAK--------O	inactive
11XMPAKGMBH----D	inactive
11XMPM---------S	inactive
11XMPM-ALLI-EUTC	inactive
11XMPM-EAA-EEG-N	inactive
11XMPM-EGLDE-BMS	inactive
11XMPM-NORDGROO9	inactive
11XMPMBKWHANDELY	inactive
11XMPMGLOBALTEC8	active
11XMPMSTWDAG-P-O	inactive
11XMSENERGIE---O	active
11XMTEGROUP----Z	inactive
11XMVV---------5	active
11XMVV-SECURA--E	inactive
11XMVV-V-------D	inactive
11XMVV-VVGF-MA-9	inactive
11XMVV-VVP-----J	inactive
11XMVV-WV--EMM-U	inactive
11XMVV-WV-BUCH-7	inactive
11XMVV-WV-CALW-K	inactive
11XMVV-WV-ENER-N	inactive
11XMVV-WV-HAHN-X	inactive
11XMVV-WV-HANN-9	inactive
11XMVV-WV-IGS--P	inactive
11XMVVTRADING--1	active
11XN-ERGIE_UEWSD	inactive
11XNAT-ENERGY--X	active
11XNATENCO-GMBH1	inactive
11XNATGAS000000Y	inactive
11XNATGASA000001	inactive
11XNATGASE00000A	inactive
11XNATGASH00000Q	inactive
11XNATGAST00000G	inactive
11XNATUR-21----4	inactive
11XNATUR-RLP-V-1	inactive
11XNATURENERGIEU	inactive
11XNATURPURAG--O	inactive
11XNATURWATT---W	inactive
11XNAWARO------4	inactive
11XNEAS--------Q	active
11XNEAS-DE-----V	active
11XNECKERMANNSTN	inactive
11XNERGIE------1	active
11XNERGIE-ALTDOK	inactive
11XNERGIE-BABA-F	inactive
11XNERGIE-DBA--Z	inactive
11XNERGIE-EISE-P	inactive
11XNERGIE-EWA--Z	inactive
11XNERGIE-FHN--F	inactive
11XNERGIE-GNF--B	inactive
11XNERGIE-GOTHAM	inactive
11XNERGIE-HER--2	inactive
11XNERGIE-HEWA-N	inactive
11XNERGIE-LAUF-C	inactive
11XNERGIE-MAINB6	inactive
11XNERGIE-MEE--O	inactive
11XNERGIE-MFP--C	inactive
11XNERGIE-NEA--Y	inactive
11XNERGIE-OBERN6	inactive
11XNERGIE-ROETH3	inactive
11XNERGIE-ROTH-F	inactive
11XNERGIE-SCHWAD	inactive
11XNERGIE-SCHWE5	inactive
11XNERGIE-STEINU	inactive
11XNERGIE-STRO-8	inactive
11XNERGIE-SUEC-H	inactive
11XNERGIE-UEWS-2	inactive
11XNERGIE-WANF-B	inactive
11XNERGIE-WENDE4	inactive
11XNERGIE-WETZ-I	inactive
11XNERGIE-WINDSU	inactive
11XNESA--------8	inactive
11XNETZ-SWMN---1	inactive
11XNETZ-SWMN---P	active
11XNETZ00960MEE1	active
11XNEU-SW------F	active
11XNEUSTADTWERK3	active
11XNEW-ENERGIE-8	active
11XNEW-MD------E	active
11XNEXTHANDEL--N	inactive
11XNEXTMP------E	inactive
11XNHF---------3	active
11XNIMBUS------N	active
11XNOBLE-------F	inactive
11XNORDFROST---1	inactive
11XNORDHORNVB-V5	active
11XNORDHORNVBV6X	active
11XNORDHORNVBV7V	active
11XNORDHORNVBV8T	active
11XNORDHORNVBV9R	active
11XNORDLAND----Y	inactive
11XNORDPOOLSPOT2	active
11XNORDZUCKER--3	inactive
11XNORSKESKOG-SE	inactive
11XNPSPOT-ELBASW	active
11XNUON--------Q	active
11XNUON-DE-----V	inactive
11XNWG-POWER---R	active
11XNWP---------9	inactive
11XNWSVERTRIEB-N	inactive
11XNXTRADING---P	active
11XOCHCAPITAL--N	inactive
11XODR-V-------P	active
11XOE-YESTERDAYX	inactive
11XOEKOJP1-----M	inactive
11XOEKOTECHNICSN	inactive
11XOGC---------Z	inactive
11XOMCLEARING--L	inactive
11XOME-HANDEL--G	active
11XOSTELEKTRA--K	inactive
11XOTTOFUCHS---1	active
11XOVAG-ENERGIEX	active
11XP-POWER73---3	inactive
11XPAN---------A	inactive
11XPASM01------X	active
11XPCC-ENERGIE-4	inactive
11XPCCGREEN----J	active
11XPEG-STROM---2	inactive
11XPEG-SWBT-VNBP	inactive
11XPESAG-------E	inactive
11XPETRADING365U	inactive
11XPETROCARBO--T	active
11XPETROCARBO-2N	inactive
11XPETROCARBO-3L	inactive
11XPETROCARBO-4J	inactive
11XPFALZWERKE--V	active
11XPOLARSTERN--T	active
11XPONTOS------A	inactive
11XPONTOSGMBH--S	inactive
11XPOWER2EN-A--N	inactive
11XPOWER2EN-B--J	inactive
11XPOWERTRADINGU	inactive
11XPPCDDE9-----D	active
11XPRAEG-01----Y	active
11XPRIMASTROM--0	active
11XPROENERGO---X	active
11XPROKON------J	active
11XPSGSTROMGAS-1	inactive
11XPVU---------E	active
11XQLTINSIGHTS-Z	inactive
11XQUADRA-TRAD19	active
11XQUAEROSYS---Z	inactive
11XQUANTUM-KLEF6	inactive
11XRABA-ZAST-TH5	active
11XRAETIA-DE---V	inactive
11XRAXIA-------T	inactive
11XRBS-SEMPRA--Y	inactive
11XRBTCOMMODITI3	inactive
11XRE-SUBBKBONN7	active
11XREDISPATCH--T	active
11XREGATE-AG---S	inactive
11XREGIOPLUS---F	active
11XRELAX-------N	active
11XRELIANT-NEA-G	inactive
11XRELIANTENERGQ	inactive
11XREMU--------7	inactive
11XREMUGREEN---I	inactive
11XRES-ENE-RS--7	inactive
11XRES-HSN-----M	inactive
11XRES-LSW-NETZP	active
11XRESI-EON-WW-K	active
11XRESI-NETZ-VEI	inactive
11XRESIHEN-----I	active
11XREWAG-------I	active
11XREWINGELHEIMQ	active
11XREWOGOLD----W	inactive
11XRHEINENER-AG7	active
11XRHEINTRADINGN	active
11XRHENAG------5	active
11XRICHTIGSTROMQ	inactive
11XRIVA--------N	inactive
11XROHMAX01----2	inactive
11XRRPEHENERGIEV	active
11XRSUTILITY001P	active
11XRSV---------D	active
11XRUDNAP-CY---G	inactive
11XRUHRENERGIE-J	active
11XRW-WUERMTAL-U	active
11XRWB-V-------8	active
11XRWE---------4	active
11XRWE-E-------H	active
11XRWE-E-EEGDV-T	inactive
11XRWE-INNOGY--N	inactive
11XRWE-STOEN---6	inactive
11XRWEINTRADAY-O	active
11XRWENET-N-GKMU	inactive
11XRWEPLUSBELNVJ	inactive
11XRWESOL------G	inactive
11XRWESOL005772M	inactive
11XRWESOL006095X	inactive
11XRWESOL006096V	inactive
11XRWESOL006098R	inactive
11XRWESOL006104L	inactive
11XRWESOL1150275	inactive
11XRWESOL115301B	inactive
11XRWESOL115966X	inactive
11XRWESOL119063I	inactive
11XRWESOL119143K	inactive
11XRWESOL120567T	inactive
11XRWESOL120754U	inactive
11XRWESOL120755S	inactive
11XRWESOL120756Q	inactive
11XRWESOL120757O	inactive
11XRWESOL120758M	inactive
11XRWESOL120759K	inactive
11XRWESOL120768J	inactive
11XRWESOL1238834	inactive
11XRWESOL126503P	inactive
11XRWESOL126804B	inactive
11XRWESOL1268059	inactive
11XRWESOL1268091	inactive
11XRWESOL126811E	inactive
11XRWESOL1268148	inactive
11XRWESOL1268180	inactive
11XRWESOL126819Z	inactive
11XRWESOL131684E	inactive
11XRWESOL131763I	inactive
11XRWESOL131903S	inactive
11XRWESOL131904Q	inactive
11XRWESOL131909G	inactive
11XRWESOL131910V	inactive
11XRWESOL131912R	inactive
11XRWESOL131914N	inactive
11XRWESOL131916J	inactive
11XRWESOL131920S	inactive
11XRWESOL131921Q	inactive
11XRWESOL131922O	inactive
11XRWESOL132085V	inactive
11XRWESOL132086T	inactive
11XRWESOL132087R	inactive
11XRWESOL132089N	inactive
11XRWESOL1339630	inactive
11XRWESOL135486Z	inactive
11XRWESOL135487X	inactive
11XRWESOL135503O	inactive
11XRWESOL1355660	inactive
11XRWESOL135703G	inactive
11XRWESOL136145J	inactive
11XRWESOL1368037	inactive
11XRWESOL139003O	inactive
11XRWESOL139223A	inactive
11XRWESOLUTIONSY	active
11XRWETRADING--0	active
11XRWETRADING-SG	active
11XRWETRADINGUKD	inactive
11XRW_WUERMTAL-J	inactive
11XSA-TRADING--9	active
11XSAARENERGIEWZ	inactive
11XSBB---------H	active
11XSCANENERGI--E	active
11XSCHMACKBGAG1S	inactive
11XSCHOTT------U	active
11XSCHUECO-EKV-X	inactive
11XSCHUECOTRAD1Q	active
11XSCHWEINFURT-X	active
11XSCHWENTINENTF	active
11XSE-GMBH-----W	active
11XSE-TRADING--Z	active
11XSE-VER------Q	active
11XSEBRATISLAVA4	active
11XSEHG--------4	inactive
11XSEM-EST-1---D	active
11XSEMPRA------0	inactive
11XSEMPRA-GREENC	inactive
11XSEMPRA1-----N	inactive
11XSEMPRA2-----G	inactive
11XSEMPRA3-----9	inactive
11XSEMPRA4-----2	inactive
11XSET---------5	inactive
11XSEVSOEMMERDAJ	active
11XSFV---------8	inactive
11XSGV--------AB	active
11XSGV--------B9	active
11XSHELLTRADINGZ	active
11XSKN2012B-W--F	inactive
11XSKNDBA-----B9	inactive
11XSKNETZ------V	inactive
11XSKROSTOCK---U	active
11XSKROSTOCK-1-O	active
11XSKROSTOCK-2-L	active
11XSKWP--------A	active
11XSLE---------C	active
11XSLTCOM25610-J	inactive
11XSOHLTECH-LTD1	inactive
11XSPREEGAS-GASQ	inactive
11XSTAC01------R	active
11XSTADTENERGIEO	inactive
11XSTANDARDBANK7	inactive
11XSTAR-RA-----8	active
11XSTATKRAFT001N	active
11XSTATKRAFT004H	inactive
11XSTATKRAFTN015	inactive
11XSTATKRAFTN023	inactive
11XSTATKRAFTSEES	inactive
11XSTATTWERK---6	active
11XSTAWAG-H----R	inactive
11XSTAWAG-NETZ-L	inactive
11XSTEAG-------N	active
11XSTEAG-SNG---Z	inactive
11XSTEAGNEWENERX	active
11XSTEAGWPUGMBHU	active
11XSTERN-STROM-N	active
11XSTOCKHAUSEN-O	inactive
11XSTORAENSO-1-I	active
11XSTORAENSO-2-F	inactive
11XSTP---------H	inactive
11XSTROES------7	active
11XSTROMIO-----P	active
11XSTROMMIXER--E	active
11XSTW-CRA-----3	inactive
11XSTW-CRAI----0	active
11XSTW-CRAI-HKWL	inactive
11XSTW-DACHAU--E	active
11XSTW-KIBO----V	inactive
11XSTW-VELBERT-S	active
11XSTW-WILLICH-3	active
11XSTW-WT------W	active
11XSTWACHT-----P	active
11XSTWBADLSZ---Q	active
11XSTWBUEHL----E	active
11XSTWBUEHL-1--6	active
11XSTWBUEHL-2--2	active
11XSTWDAG-HBK019	active
11XSTWLWLGRABOWB	active
11XSTWQ-HANDEL-Y	active
11XSTWR-HANDEL-O	active
11XSTWRODGAU---J	inactive
11XSTWWUERZBURGE	active
11XSTXSERVICES-P	inactive
11XSTYX-38312--T	inactive
11XSUECENERGIE-4	active
11XSUEDVOLT----F	active
11XSUEDWESTSTRO8	active
11XSUEWAG------5	active
11XSUM-ENBW-REGF	active
11XSUSQUEHANNA-9	inactive
11XSV-SEEBRUCK-Q	inactive
11XSVG-HANDEL--J	active
11XSVI-GMBH----M	active
11XSVSCHIELRINGU	active
11XSW-ALLI-DZR-I	inactive
11XSW-ALLIANZ01G	active
11XSW-BADVILBELH	inactive
11XSW-BURGB----8	active
11XSW-BW-------Z	active
11XSW-HALTERN--G	inactive
11XSW-HECHINGENU	active
11XSW-HUENFELD-X	active
11XSW-JUELICH--3	active
11XSW-KASSEL---Q	active
11XSW-LB-------D	active
11XSW-LIPPSTADTF	active
11XSW-LOEBAU---Q	active
11XSW-MENDEN---V	active
11XSW-NIESKY---9	active
11XSW-OBURG----T	active
11XSW-SPREMBERG0	active
11XSW-TROISDORFW	active
11XSW-WERN-V---R	active
11XSW-WSF------T	active
11XSW-ZWEIBRUE-C	active
11XSWAMBERG----J	active
11XSWANETZ-----J	active
11XSWANNABERG-BA	active
11XSWANSBACH---7	active
11XSWASL-------S	active
11XSWATTENDORN-5	inactive
11XSWAUGSBURG--9	active
11XSWAVERTRIEB14	active
11XSWB-BREMEN--I	active
11XSWBADPYRMONT4	active
11XSWBADSALZDE-S	inactive
11XSWBENORDIA--1	inactive
11XSWBHANDEL---W	active
11XSWBHARZBURGHR	active
11XSWBHARZBURGNF	active
11XSWBIELEFELD-5	active
11XSWBOEBLINGENU	active
11XSWBORKEN----U	active
11XSWBRAMSCHE-1P	active
11XSWBS--------U	inactive
11XSWBSA-------5	active
11XSWBT--------K	active
11XSWBURG-EN---4	active
11XSWBURGDORF--L	active
11XSWCHEMNITZ--B	active
11XSWCOE-------Z	active
11XSWCOTTBUS---M	active
11XSWDUERENGMBHJ	active
11XSWDUISBURG-AA	active
11XSWEINBECK---F	active
11XSWEISENBERG-F	inactive
11XSWEJ-H------H	active
11XSWEMSDETTEN-5	active
11XSWERFURT----G	active
11XSWESCHWEGE--A	active
11XSWETTL-EXRZ-N	active
11XSWETTLINGEN-9	active
11XSWFELLBACH--K	active
11XSWFFB-------8	active
11XSWFFO-H-----O	active
11XSWG-GER-V---6	active
11XSWGAGGENAU--U	active
11XSWGAGGENAU-NJ	inactive
11XSWGAGGENAU-V3	active
11XSWGARBSEN---N	active
11XSWGIESSEN---Z	active
11XSWGLAUCHAU--N	active
11XSWGOTHA-----5	active
11XSWGRONAU-H-VK	active
11XSWGUESTROW--Q	active
11XSWGUETERSLV28	active
11XSWGVM-H-----J	inactive
11XSWGVM-N-----E	inactive
11XSWHAMELN----0	active
11XSWHANAU-----U	active
11XSWHANNOVER-MO	inactive
11XSWHANNOVERAG3	active
11XSWHEIDELBERGC	active
11XSWHEIDENHEIMM	active
11XSWHEIDENWS--V	active
11XSWHEILIGENSTI	active
11XSWHERBORN---X	active
11XSWHERFORD01-4	active
11XSWHETT-V----V	active
11XSWHOMBURG---8	active
11XSWHUSUM-H---Z	active
11XSWHUSUM-N---5	active
11XSWILMENAU---A	active
11XSWINGOLSTADTP	active
11XSWK-ENERGIE-7	active
11XSWK-H-------M	active
11XSWK-MH------I	active
11XSWK-N-------5	active
11XSWKIEL-PROD-M	inactive
11XSWKISSINGEN-6	active
11XSWKONSTANZ--J	active
11XSWKUSEL-----5	active
11XSWLAMPERTH--4	inactive
11XSWLANGENFELD5	active
11XSWLANGENSALZN	inactive
11XSWLAUTERBERGW	inactive
11XSWLEIPZIG---7	active
11XSWLEMGO-----N	active
11XSWLUEBECK---A	active
11XSWMAGDEBURG-W	active
11XSWMALCHOW---C	active
11XSWMDSWPOOLA-T	active
11XSWMDSWPOOLB-Q	active
11XSWMDSWPOOLC-N	active
11XSWMUEHLHEIM-G	active
11XSWMUENCHBERGD	active
11XSWMUENCHEN--6	active
11XSWMUENSTER--S	active
11XSWN---------3	active
11XSWN-NEUWIED-H	active
11XSWNEUSS-----R	active
11XSWNEUSTORLA-G	active
11XSWNUERTINGENO	active
11XSWOCHTRUP---L	active
11XSWOERLINGH--G	active
11XSWOSNA-----1N	inactive
11XSWOSNA-----2L	inactive
11XSWOSNA-----3J	inactive
11XSWOSNA-----4H	inactive
11XSWOSNA-----5F	inactive
11XSWOSNA-----6D	inactive
11XSWOSNA-----7B	inactive
11XSWOSNA-----89	inactive
11XSWOSNA-----97	inactive
11XSWOSNA----10J	inactive
11XSWOSNA----11H	inactive
11XSWOSNABRUECKY	active
11XSWP----NETZ-F	inactive
11XSWPFORZHE01-0	inactive
11XSWPFORZHEIM-D	active
11XSWPRENZLAU-V5	active
11XSWQUICKBORN-4	inactive
11XSWR-VER-----L	active
11XSWRADOLFZ-V1T	active
11XSWRM-----01VP	active
11XSWROSENHEIM-G	inactive
11XSWROSTOCK---Y	active
11XSWS-HILDEN--2	inactive
11XSWS-LK-AMBG-5	inactive
11XSWS-LK-NATEE2	inactive
11XSWS-LK-PFORZF	inactive
11XSWS-LK-ROTT-4	inactive
11XSWS-LK-SIMBAE	inactive
11XSWS-N-------S	active
11XSWS-SPEYER--D	active
11XSWS-V-------U	active
11XSWSAALFELD--9	active
11XSWSAARBRUECK3	active
11XSWSBK-HANDELX	active
11XSWSCHIFFER--Y	active
11XSWSCHKEUD---F	active
11XSWSCHORNDORFE	active
11XSWSCHWERIN--1	active
11XSWSEVERTRIEBO	active
11XSWSGH-H-----8	active
11XSWSGH-VNB---2	active
11XSWSIFI------H	active
11XSWSNETZ-----6	active
11XSWSOEST-----9	active
11XSWSOLINGEN--H	active
11XSWSONDERSHAU6	active
11XSWST--------I	active
11XSWSTOCKACH-EC	active
11XSWSZ--------W	active
11XSWSZNETZ----A	active
11XSWTAUBERFRA1N	active
11XSWTRIER-----L	active
11XSWUEBERLING-E	inactive
11XSWUELZEN----3	active
11XSWUSLAR-----5	active
11XSWV---------Q	inactive
11XSWVIERNHEIMVR	inactive
11XSWVK-V-S----F	active
11XSWVN--------8	inactive
11XSWWACHEN01V-Q	active
11XSWWALDKIRCH-D	active
11XSWWAREN-----V	active
11XSWWBGEV-----R	active
11XSWWEIMAR----5	active
11XSWWFB-H-----S	active
11XSWWITTENBERGC	active
11XSWWMVERTRIEBB	active
11XSWWOLFEN----4	inactive
11XSWWOLFHAGEN-T	active
11XSWWWUN------S	active
11XSWZHANDEL---R	active
11XSWZIRNDORF-NW	inactive
11XSWZIRNDORF-VG	inactive
11XSYDKRAFT----O	inactive
11XSYN-COE-----1	inactive
11XSYN-MEERANE-Y	active
11XSYNECO------U	active
11XSYNECO-ALZ--6	inactive
11XSYNECO-EGMS-9	inactive
11XSYNECO-EGSS-M	inactive
11XSYNECO-EMS--5	inactive
11XSYNECO-ERW--1	inactive
11XSYNECO-ETO--N	inactive
11XSYNECO-EVK--T	inactive
11XSYNECO-EVM--L	inactive
11XSYNECO-GRE--O	inactive
11XSYNECO-GREV-2	inactive
11XSYNECO-HALT-M	inactive
11XSYNECO-HBS--5	inactive
11XSYNECO-ILM--A	inactive
11XSYNECO-INTRAE	inactive
11XSYNECO-LKW--V	inactive
11XSYNECO-NETZ-R	inactive
11XSYNECO-P----M	inactive
11XSYNECO-PIRNAH	inactive
11XSYNECO-RZL--1	inactive
11XSYNECO-SWA--H	inactive
11XSYNECO-V----N	inactive
11XSYNECO-VEW--1	inactive
11XSYNECO-VTK--B	active
11XSZ-SME------L	inactive
11XTAC-DV------U	inactive
11XTAC-GESY-DV-I	inactive
11XTAC-GESY-GSP0	inactive
11XTAC-GESY-MPMS	inactive
11XTAC-GSP-----U	inactive
11XTAC-MPM-----L	inactive
11XTAD---------V	inactive
11XTCE---------X	inactive
11XTEAG--------V	inactive
11XTEAMENERGIEVQ	active
11XTEC000001---I	inactive
11XTEG---------O	inactive
11XTEG1--------4	inactive
11XTEGINDUSTRIEO	inactive
11XTEI---------2	active
11XTEK070473---9	inactive
11XTELDAFAX----O	inactive
11XTELEGASNET--Z	inactive
11XTEN---------L	active
11XTERAJOULE-01I	inactive
11XTEV-EON-EDISZ	inactive
11XTGS-GLOBAL--0	inactive
11XTHEN--------T	active
11XTHEV-V-E----A	active
11XTIWAG-HANDEL5	active
11XTKAG-DE-A1--C	inactive
11XTKS---------5	active
11XTNG-HRL-----5	inactive
11XTNG-REST----C	active
11XTNG-SOLAR---K	active
11XTNG-WASSER--3	active
11XTNG-WIND----T	active
11XTNGPORTFOLIOO	active
11XTOBI--------S	inactive
11XTOBW-RESI---U	inactive
