# source=https://www.bundesbank.de/resource/blob/926192/b27b518a016ea7ca7af321eb7289fcf4/472B63F073F071307366337C94F8C870/blz-aktuell-csv-data.csv
# source_sha256=3a5484358b326d6d9ed8bea003601a7d79abbc100cdb81fd0d30e0c8a21898a6
# valid_from=2026-06-08
# valid_to=2026-09-06
# synthetic_non_routable_bank_code=00000000
bank_code,bic,change_marker,deletion_flag,successor_bank_code
26000000,MARKDEF1260,U,0,00000000
26040030,COBADEFFXXX,U,0,00000000
26050001,NOLADE21GOE,U,0,00000000
26051260,NOLADE21DUD,U,0,00000000
26061291,GENODEF1DUD,U,0,00000000
26061556,GENODEF1ADE,U,0,00000000
26062433,GENODEF1DRA,U,0,00000000
26070024,DEUTDEDB260,U,0,00000000
26070072,DEUTDE2H260,U,0,00000000
26080024,DRESDEFF260,U,0,00000000
26090050,GENODEF1GOE,U,0,00000000
26240039,COBADEFFXXX,U,0,00000000
26250001,NOLADE21NOM,U,0,00000000
26251425,NOLADE21EIN,U,0,00000000
26261492,GENODEF1EIN,U,0,00000000
26261693,GENODEF1HDG,U,0,00000000
26271424,DEUTDEDB262,U,0,00000000
26271471,DEUTDE2H262,U,0,00000000
26280020,DRESDEFF261,U,0,00000000
26281420,DRESDEFF262,U,0,00000000
26340056,COBADEFFXXX,U,0,00000000
26341072,COBADEFFXXX,U,0,00000000
26351015,NOLADE21HZB,U,0,00000000
26351445,NOLADE21SAC,U,0,00000000
26500000,MARKDEF1265,U,0,00000000
26520017,OLBODEH2XXX,U,0,00000000
26521703,OLBODEH2XXX,U,0,00000000
26522319,OLBODEH2XXX,U,0,00000000
26540070,COBADEFFXXX,U,0,00000000
26550105,NOLADE22XXX,U,0,00000000
26551540,NOLADE21BEB,U,0,00000000
26552286,NOLADE21MEL,U,0,00000000
26562490,GENODEF1HTR,U,0,00000000
26563960,GENODEF1WHO,U,0,00000000
26565928,GENODEF1HGM,U,0,00000000
26566939,GENODEF1MRZ,U,0,00000000
26567943,GENODEF1NOP,U,0,00000000
26570024,DEUTDEDB265,U,0,00000000
26570090,DEUTDE3B265,U,0,00000000
26580070,DRESDEFF265,U,0,00000000
26589210,DRESDEFFI10,U,0,00000000
26590025,GENODEF1OSV,U,0,00000000
26620010,OLBODEH2XXX,U,0,00000000
26621413,OLBODEH2XXX,U,0,00000000
26640049,COBADEFFXXX,U,0,00000000
26650001,NOLADE21EMS,U,0,00000000
26660060,GENODEF1LIG,U,0,00000000
26661380,GENODEF1HLN,U,0,00000000
26661494,GENODEF1MEP,U,0,00000000
26662932,GENODEF1LEN,U,1,00000000
26691213,GENODEF1HAR,U,0,00000000
26720028,OLBODEH2XXX,U,0,00000000
26740044,COBADEFFXXX,U,0,00000000
26750001,NOLADE21NOH,U,0,00000000
26760005,GENODEF1NDH,U,1,28069956
26770024,DEUTDEDB267,U,0,00000000
26770095,DEUTDE3B267,U,0,00000000
26840032,COBADEFFXXX,U,0,00000000
26850001,NOLADE21GSL,U,0,00000000
26851410,NOLADE21CLZ,U,0,00000000
26851620,NOLADE21SZG,U,0,00000000
26870024,DEUTDEDB268,U,0,00000000
26870032,DEUTDE2H268,U,0,00000000
26880063,DRESDEFF268,U,0,00000000
26890019,GENODEF1VNH,U,0,00000000
26891484,GENODEF1OHA,U,0,00000000
26941053,COBADEFFXXX,U,0,00000000
26951311,NOLADE21GFW,U,0,00000000
26971024,DEUTDEDB269,U,0,00000000
26971038,DEUTDE2H269,U,0,00000000
26981062,DRESDEFF269,U,0,00000000
26989221,DRESDEFFI11,U,0,00000000
26991066,GENODEF1WOB,U,0,00000000
27020000,VOWADE2BXXX,U,0,00000000
27020001,AUDFDE21XXX,U,0,00000000
27020003,SKODDE21XXX,U,0,00000000
27020004,ECBKDE21XXX,U,0,00000000
27020800,SEATDE21XXX,U,0,00000000
27032500,BCLSDE21XXX,U,0,00000000
27040080,COBADEFFXXX,U,0,00000000
27062290,GENODEF1BOH,U,0,00000000
27070024,DEUTDEDB270,U,0,00000000
27070030,DEUTDE2H270,U,0,00000000
27070031,DEUTDE2H271,U,0,00000000
27070034,DEUTDE2H274,U,0,00000000
27070041,DEUTDE2H279,U,0,00000000
27070042,DEUTDE2H272,U,0,00000000
27070043,DEUTDE2H273,U,0,00000000
27070079,DEUTDE2H275,U,0,00000000
27070324,DEUTDEDBP23,U,0,00000000
27070369,DEUTDE2HP23,U,0,00000000
27072524,DEUTDEDB277,U,0,00000000
27072537,DEUTDE2H277,U,0,00000000
27072724,DEUTDEDB276,U,0,00000000
27072736,DEUTDE2H276,U,0,00000000
27080060,DRESDEFF270,U,0,00000000
27089221,DRESDEFFI12,U,0,00000000
27090900,GENODEF1P02,U,0,00000000
27092555,GENODEF1WFV,U,0,00000000
27131300,GENODEF1RTS,U,0,00000000
27240004,COBADEFFXXX,U,0,00000000
27290087,GENODEF1HMV,U,0,00000000
27893359,GENODEF1BLG,U,0,00000000
27893760,GENODEF1SES,U,0,00000000
28000000,MARKDEF1280,U,0,00000000
28020050,OLBODEH2XXX,U,0,00000000
28021002,OLBODEH2XXX,U,0,00000000
28021301,OLBODEH2XXX,U,0,00000000
28021504,OLBODEH2XXX,U,0,00000000
28021623,OLBODEH2XXX,U,0,00000000
28021705,OLBODEH2XXX,U,0,00000000
28021906,OLBODEH2XXX,U,0,00000000
28022015,OLBODEH2XXX,U,0,00000000
28022412,OLBODEH2XXX,U,0,00000000
28022511,OLBODEH2XXX,U,0,00000000
28022620,OLBODEH2XXX,U,0,00000000
28022822,OLBODEH2XXX,U,0,00000000
28023224,OLBODEH2XXX,U,0,00000000
28023325,OLBODEH2XXX,U,0,00000000
28030300,FORTDEH4XXX,U,0,00000000
28040046,COBADEFFXXX,U,0,00000000
28042865,COBADEFFXXX,U,0,00000000
28050100,SLZODE22XXX,U,0,00000000
28060228,GENODEF1OL2,U,0,00000000
28061410,GENODEF1BRN,U,0,00000000
28061501,GENODEF1CLP,U,0,00000000
28061679,GENODEF1DAM,U,0,00000000
28061822,GENODEF1EDE,U,0,00000000
28062165,GENODEF1RSE,U,0,00000000
28062249,GENODEF1HUD,U,0,00000000
28062299,GENODEF1HUD,U,0,00000000
28062560,GENODEF1LON,U,0,00000000
28062740,GENODEF1GBH,U,0,00000000
28062913,GENODEF1BSL,U,0,00000000
28063253,GENODEF1WRE,U,0,00000000
28063526,GENODEF1ESO,U,0,00000000
28063607,GENODEF1BAM,U,0,00000000
28064179,GENODEF1VEC,U,0,00000000
28064241,GENODEF1NHE,U,0,00000000
28065061,GENODEF1LOG,U,0,00000000
28065108,GENODEF1DIK,U,0,00000000
28065286,GENODEF1SAN,U,0,00000000
28066103,GENODEF1VIS,U,0,00000000
28066214,GENODEF1WDH,U,0,00000000
28066620,GENODEF1FOY,U,0,00000000
28067068,GENODEF1NEO,U,0,00000000
28067170,GENODEF1GSC,U,0,00000000
28067257,GENODEF1LAP,U,0,00000000
28068218,GENODEF1BUT,U,0,00000000
28069052,GENODEF1ORF,U,0,00000000
28069092,GENODEF1HAT,U,0,00000000
28069109,GENODEF1EMK,U,0,00000000
28069128,GENODEF1GRR,U,0,00000000
28069138,GENODEF1VAG,U,0,00000000
28069293,GENODEF1BBH,U,1,28069956
28069381,GENODEF1WLT,U,0,00000000
28069706,GENODEF1BOG,U,0,00000000
28069755,GENODEF1MLO,U,1,28563749
28069773,GENODEF1WWM,U,0,00000000
28069878,GENODEF1KBL,U,0,00000000
28069926,GENODEF1HOO,U,0,00000000
28069935,GENODEF1LRU,U,0,00000000
28069956,GENODEF1NEV,U,0,00000000
28069991,GENODEF1LTH,U,0,00000000
28069994,GENODEF1SPL,U,0,00000000
28070024,DEUTDEDB280,U,0,00000000
28070057,DEUTDEHB280,U,0,00000000
28220026,OLBODEH2XXX,U,0,00000000
28222208,OLBODEH2XXX,U,0,00000000
28222621,OLBODEH2XXX,U,0,00000000
28240023,COBADEFFXXX,U,0,00000000
28250110,BRLADE21WHV,U,0,00000000
28252760,BRLADE21WTM,U,0,00000000
28262254,GENODEF1JEV,U,0,00000000
28262673,GENODEF1VAR,U,0,00000000
28270024,DEUTDEDB282,U,0,00000000
28270056,DEUTDEHB282,U,0,00000000
28280012,DRESDEFF282,U,0,00000000
28290063,GENODEF1WHV,U,0,00000000
28291551,GENODEF1ESE,U,0,00000000
28320014,OLBODEH2XXX,U,0,00000000
28321816,OLBODEH2XXX,U,0,00000000
28350000,BRLADE21ANO,U,0,00000000
28361592,GENODEF1MAR,U,0,00000000
28420007,OLBODEH2XXX,U,0,00000000
28421030,OLBODEH2XXX,U,0,00000000
28440037,COBADEFFXXX,U,0,00000000
28450000,BRLADE21EMD,U,0,00000000
28470024,DEUTDEDB284,U,0,00000000
28470091,DEUTDEHB284,U,0,00000000
28520009,OLBODEH2XXX,U,0,00000000
28521518,OLBODEH2XXX,U,0,00000000
28540034,COBADEFFXXX,U,0,00000000
28550000,BRLADE21LER,U,0,00000000
28562297,GENODEF1UPL,U,0,00000000
28562716,GENODEF1WEF,U,0,00000000
28562863,GENODEF1HTL,U,1,28563749
28563749,GENODEF1MML,U,0,00000000
28570024,DEUTDEDB285,U,0,00000000
28570092,DEUTDEHB285,U,0,00000000
28590075,GENODEF1LER,U,0,00000000
28591579,GENODEF1PAP,U,0,00000000
28591654,GENODEF1WRH,U,0,00000000
29020000,NEELDE22XXX,U,0,00000000
29030400,PLUMDE29XXX,U,0,00000000
29040060,COBADEFFXXX,U,0,00000000
29040061,COBADEFFXXX,U,0,00000000
29040090,COBADEFFXXX,U,0,00000000
29050000,BRLADE22XXX,U,0,00000000
29050101,SBREDE22XXX,U,0,00000000
29070024,DEUTDEDBBRE,U,0,00000000
29070050,DEUTDEHBXXX,U,0,00000000
29070051,DEUTDEHB292,U,0,00000000
29070052,DEUTDEHB294,U,0,00000000
29070058,DEUTDEHB293,U,0,00000000
29070059,DEUTDEHB290,U,0,00000000
29070324,DEUTDEDBP21,U,0,00000000
29070367,DEUTDEHBP21,U,0,00000000
29080010,DRESDEFF290,U,0,00000000
29089210,DRESDEFFI13,U,0,00000000
29090900,GENODEF1P03,U,0,00000000
29121731,OLBODEH2XXX,U,0,00000000
29151700,BRLADE21SYK,U,0,00000000
29152300,BRLADE21OHZ,U,0,00000000
29152550,BRLADE21SHL,U,0,00000000
29152670,BRLADE21VER,U,0,00000000
29162394,GENODEF1OHZ,U,0,00000000
29162453,GENODEF1SWW,U,0,00000000
29162697,GENODEF1VER,U,0,00000000
29165545,GENODEF1OYT,U,0,00000000
29165681,GENODEF1SUM,U,0,00000000
29166568,GENODEF1WOP,U,0,00000000
29167624,GENODEF1SHR,U,0,00000000
29172624,DEUTDEDB291,U,0,00000000
29172655,DEUTDEHB291,U,0,00000000
29190024,GENODEF1HB1,U,0,00000000
29190330,GENODEF1HB2,U,0,00000000
29190399,GENODEF1HB2,U,0,00000000
29240024,COBADEFFXXX,U,0,00000000
29250000,BRLADE21BRS,U,0,00000000
29250150,BRLADE21BRK,U,0,00000000
29262722,GENODEF1BRV,U,0,00000000
29265747,GENODEF1BEV,U,0,00000000
29280011,DRESDEFF292,U,0,00000000
29290034,GENODEF1HBV,U,0,00000000
30000000,MARKDEF1300,U,0,00000000
30010400,IKBDDEDDXXX,U,0,00000000
30010444,IKBDDEDDDIR,U,0,00000000
30010700,BOTKDEDXXXX,U,0,00000000
30013300,EBPBDED2XXX,U,0,00000000
30020500,BHFBDEFF300,U,0,00000000
30020700,MHCBDEDDXXX,U,0,00000000
30020900,CMCIDEDDXXX,U,0,00000000
30022000,NRWBDEDMXXX,U,0,00000000
30030100,PULSDEDDXXX,U,0,00000000
30030500,CUABDED1XXX,U,0,00000000
30030600,ETRIDE31XXX,U,0,00000000
30030880,TUBDDEDDXXX,U,0,00000000
30030889,TUBDDEDDXXX,U,0,00000000
30030900,MEFIDEMM300,U,0,00000000
30040000,COBADEDDXXX,U,0,00000000
30040005,COBADEDDXXX,U,0,00000000
30040048,COBADEFFXXX,U,0,00000000
30040060,COBADEFFXXX,U,0,00000000
30040061,COBADEFFXXX,U,0,00000000
30040062,COBADEFFXXX,U,0,00000000
30040063,COBADEFFXXX,U,0,00000000
30040098,COBADEFFCSC,U,0,00000000
30040099,COBADEFFSTS,U,0,00000000
30050000,WELADEDDXXX,U,0,00000000
30050110,DUSSDEDDXXX,U,0,00000000
30060010,GENODEDDXXX,U,0,00000000
30060601,DAAEDEDDXXX,U,0,00000000
30060992,GENODEF1P05,U,0,00000000
30070010,DEUTDEDDXXX,U,0,00000000
30070024,DEUTDEDBDUE,U,0,00000000
30070207,DEUTDEDDP06,U,0,00000000
30070224,DEUTDEDBP06,U,0,00000000
30080000,DRESDEFF300,U,0,00000000
30080005,DRESDEFFXXX,U,0,00000000
30080022,DRESDEFFI28,U,0,00000000
30080038,DRESDEFFXXX,U,0,00000000
30080041,DRESDEFFI29,U,0,00000000
30080053,DRESDEFFI30,U,0,00000000
30080055,DRESDEFF309,U,0,00000000
30080057,DRESDEFF316,U,0,00000000
30080061,DRESDEFFI31,U,0,00000000
30080074,DRESDEFFI32,U,0,00000000
30080080,DRESDEFFI76,U,0,00000000
30080081,DRESDEFFI77,U,0,00000000
30080082,DRESDEFFI78,U,0,00000000
30080083,DRESDEFFI79,U,0,00000000
30080084,DRESDEFFI80,U,0,00000000
30080085,DRESDEFFI81,U,0,00000000
30080086,DRESDEFFI82,U,0,00000000
30080087,DRESDEFFI83,U,0,00000000
30080088,DRESDEFFI84,U,0,00000000
30080089,DRESDEFFI85,U,0,00000000
30080095,DRESDEFFI33,U,0,00000000
30089300,DRESDEFFI02,U,0,00000000
30089302,DRESDEFFI03,U,0,00000000
30110300,SMBCDEDDXXX,U,0,00000000
30130100,DHBNDEDDXXX,U,0,00000000
30130200,UGBIDEDDXXX,U,0,00000000
30130600,ISBKDEFXDUS,U,0,00000000
30150001,WELADEDDXXX,U,0,00000000
30150200,WELADED1KSD,U,0,00000000
30160213,GENODED1DNE,U,0,00000000
30160266,GENODED1DNE,U,0,00000000
30220190,HYVEDEMM414,U,0,00000000
30330800,BIWBDE33303,U,0,00000000
30351220,WELADED1HAA,U,0,00000000
30520000,RCIDDE3NXXX,U,0,00000000
30520037,RCIDDE3NPAY,U,0,00000000
30524400,KREDDEDDXXX,U,0,00000000
30530000,WERHDED1XXX,U,0,00000000
30530500,WEFZDED1XXX,U,0,00000000
30550000,WELADEDNXXX,U,0,00000000
30551240,WELADED1KST,U,1,00000000
30560090,GENODED1NSS,U,0,00000000
30560548,GENODED1NLD,U,0,00000000
30560591,GENODED1NLD,U,0,00000000
31010833,SCFBDE33XXX,M,0,00000000
31040015,COBADEFFXXX,U,0,00000000
31040060,COBADEFFXXX,U,0,00000000
31040061,COBADEFFXXX,U,0,00000000
31050000,MGLSDE33XXX,U,0,00000000
31060181,GENODED1GBM,U,0,00000000
31060517,GENODED1MRB,U,0,00000000
31062154,GENODED1KBN,U,0,00000000
31062553,GENODED1NKR,U,1,31460290
31070001,DEUTDEDD310,U,0,00000000
31070024,DEUTDEDB310,U,0,00000000
31070206,DEUTDEDDP05,U,0,00000000
31070224,DEUTDEDBP05,U,0,00000000
31080015,DRESDEFF310,U,0,00000000
31080061,DRESDEFFI34,U,0,00000000
31251220,WELADED1ERK,U,0,00000000
31261282,GENODED1EHE,U,0,00000000
31263359,GENODED1LOE,U,0,00000000
31460290,GENODED1VSN,U,0,00000000
31470004,DEUTDEDD314,U,0,00000000
31470024,DEUTDEDB314,U,0,00000000
32040024,COBADEFFXXX,U,0,00000000
32050000,SPKRDE33XXX,U,0,00000000
32051996,WELADED1STR,U,0,00000000
32060362,GENODED1HTK,U,0,00000000
32061384,GENODED1GDL,U,0,00000000
32061414,GENODED1KMP,U,0,00000000
32070024,DEUTDEDB320,U,0,00000000
32070080,DEUTDEDD320,U,0,00000000
32080010,DRESDEFF320,U,0,00000000
32250050,WELADED1GOC,U,0,00000000
32440023,COBADEFFXXX,U,0,00000000
32450000,WELADED1KLE,U,0,00000000
32460422,GENODED1KLL,U,0,00000000
32470024,DEUTDEDB324,U,0,00000000
32470077,DEUTDEDD324,U,0,00000000
33020000,AKFBDE31XXX,U,0,00000000
33020190,HYVEDEMM809,U,0,00000000
33030000,GGABDE31XXX,U,0,00000000
33040001,COBADEFFXXX,U,0,00000000
33040310,COBADEDHXXX,U,0,00000000
33050000,WUPSDE33XXX,U,0,00000000
33060098,GENODED1CVW,U,0,00000000
33060592,GENODED1SPW,U,0,00000000
33070024,DEUTDEDBWUP,U,0,00000000
33070090,DEUTDEDWXXX,U,0,00000000
33080001,DRESDEFFI86,U,0,00000000
33080030,DRESDEFF332,U,0,00000000
33080085,DRESDEFFI87,U,0,00000000
33080086,DRESDEFFI88,U,0,00000000
33080087,DRESDEFFI89,U,0,00000000
33080088,DRESDEFFI90,U,0,00000000
33440035,COBADEFFXXX,U,0,00000000
33450000,WELADED1VEL,U,0,00000000
33451220,WELADED1HGH,U,0,00000000
34040049,COBADEFFXXX,U,0,00000000
34050000,WELADEDRXXX,U,0,00000000
34051350,WELADED1RVW,U,0,00000000
34051570,WELADED1WMK,U,0,00000000
34060094,VBRSDE33XXX,U,0,00000000
34070024,DEUTDEDB340,U,0,00000000
34070093,DEUTDEDW340,U,0,00000000
34080031,DRESDEFF340,U,0,00000000
34240050,COBADEFFXXX,U,0,00000000
34250000,SOLSDE33XXX,U,0,00000000
34270024,DEUTDEDB342,U,0,00000000
34270094,DEUTDEDW342,U,0,00000000
34280032,DRESDEFF342,U,0,00000000
35040038,COBADEFFXXX,U,0,00000000
35040085,COBADEFFXXX,U,0,00000000
35050000,DUISDE33XXX,U,0,00000000
35060190,GENODED1DKD,U,0,00000000
35060199,GENODED1DKD,U,0,00000000
35060386,GENODED1VRR,U,0,00000000
35070024,DEUTDEDB350,U,0,00000000
35070030,DEUTDEDE350,U,0,00000000
35080070,DRESDEFF350,U,0,00000000
35080085,DRESDEFFI91,U,0,00000000
35080086,DRESDEFFI92,U,0,00000000
35080087,DRESDEFFI93,U,0,00000000
35080088,DRESDEFFI94,U,0,00000000
35080089,DRESDEFFI95,U,0,00000000
35090300,GENODEF1BSD,U,1,00000000
35251000,WELADED1DIN,U,0,00000000
35261248,GENODED1DLK,U,0,00000000
35450000,WELADED1MOR,U,0,00000000
35451460,WELADED1NVL,U,1,00000000
35451775,WELADED1RHB,U,1,00000000
35461106,GENODED1NRH,U,0,00000000
35640064,COBADEFFXXX,U,0,00000000
35650000,WELADED1WES,U,0,00000000
35660501,GENODED1RLW,U,0,00000000
35660599,GENODED1RLW,U,0,00000000
35850000,WELADED1EMR,U,0,00000000
35860245,GENODED1EMR,U,0,00000000
36000000,MARKDEF1360,U,0,00000000
36010043,PBNKDEFFXXX,U,0,00000000
36010424,AARBDE5W360,U,0,00000000
36020030,NBAGDE3EXXX,U,0,00000000
36020186,HYVEDEMM360,U,0,00000000
36033300,SCFBDE33XXX,M,0,00000000
36040039,COBADEFFXXX,U,0,00000000
36040060,COBADEFFXXX,U,0,00000000
36040061,COBADEFFXXX,U,0,00000000
36040085,COBADEFFXXX,U,0,00000000
36050105,SPESDE3EXXX,U,0,00000000
36060192,GENODED1PA2,U,1,37060193
36060295,GENODED1BBE,U,0,00000000
36060488,GENODEM1GBE,U,0,00000000
36060591,GENODED1SPE,U,0,00000000
36070024,DEUTDEDBESS,U,0,00000000
36070050,DEUTDEDEXXX,U,0,00000000
36070208,DEUTDEDEP07,U,0,00000000
36070224,DEUTDEDBP07,U,0,00000000
36080080,DRESDEFF360,U,0,00000000
36080085,DRESDEFFI66,U,0,00000000
36089321,DRESDEFFI17,U,0,00000000
36240045,COBADEFFXXX,U,0,00000000
36250000,SPMHDE3EXXX,U,0,00000000
36270024,DEUTDEDB362,U,0,00000000
36270048,DEUTDEDE362,U,0,00000000
36280071,DRESDEFF362,U,0,00000000
36540046,COBADEFFXXX,U,0,00000000
36550000,WELADED1OBH,U,0,00000000
36570024,DEUTDEDB365,U,0,00000000
36570049,DEUTDEDE365,U,0,00000000
36580072,DRESDEFF365,U,0,00000000
37000000,MARKDEF1370,U,0,00000000
37010050,PBNKDEFFXXX,U,0,00000000
37010600,BNPADEFFXXX,U,0,00000000
37010699,BNPADEFFXXX,U,0,00000000
37011000,PBNKDEFFXXX,U,0,00000000
37019000,BUNQDE82XXX,U,0,00000000
37020090,HYVEDEMM429,U,0,00000000
37020200,AXABDE31XXX,U,0,00000000
37020400,TOBADE33XXX,U,0,00000000
37020500,BFSWDE33XXX,U,0,00000000
37020600,SCFBDE33XXX,M,0,00000000
37021500,FDBADE8FXXX,U,0,00000000
37021548,LRFSDE31XXX,U,0,00000000
37027000,SCFBDE33XXX,M,0,00000000
37030700,WWBADE3AXXX,U,0,00000000
37030800,ISBKDEFXKOL,U,0,00000000
37040037,COBADEFFXXX,U,0,00000000
37040044,COBADEFFXXX,U,0,00000000
37040048,COBADEFFXXX,U,0,00000000
37040060,COBADEFFXXX,U,0,00000000
37040061,COBADEFFXXX,U,0,00000000
37050198,COLSDE33XXX,U,0,00000000
37050299,COKSDE33XXX,U,0,00000000
37060120,GENODED1PA7,U,0,00000000
37060193,GENODED1PAX,U,0,00000000
37060194,GENODED1PAX,U,0,00000000
37060590,GENODED1SPK,U,0,00000000
37060993,GENODEF1P13,U,0,00000000
37062124,GENODED1BGL,U,0,00000000
37062365,GENODED1FHH,U,0,00000000
37062600,GENODED1PAF,U,0,00000000
37063367,GENODED1FKH,U,0,00000000
37069101,GENODED1AEG,U,0,00000000
37069103,GENODED1ALD,U,0,00000000
37069125,GENODED1RKO,U,0,00000000
37069153,GENODED1HCK,U,0,00000000
37069164,GENODED1MBU,U,0,00000000
37069252,GENODED1ERE,U,0,00000000
37069302,GENODED1GLK,U,1,37069412
37069303,GENODED1GKK,U,0,00000000
37069306,GENODED1GRB,U,0,00000000
37069322,GENODED1EGY,U,0,00000000
37069330,GENODED1HAW,U,0,00000000
37069331,GENODED1KHO,U,0,00000000
37069342,GENODED1HMB,U,0,00000000
37069354,GENODED1SEG,U,1,37069412
37069355,GENODED1AHO,U,0,00000000
37069381,GENODED1IMM,U,0,00000000
37069401,GENODED1JUK,U,0,00000000
37069405,GENODED1KAA,U,0,00000000
37069412,GENODED1HRB,U,0,00000000
37069427,GENODED1DHK,U,0,00000000
37069429,GENODED1KNL,U,0,00000000
37069472,GENODED1ERF,U,0,00000000
37069520,GENODED1RST,U,0,00000000
37069521,GENODED1MNH,U,0,00000000
37069524,GENODED1MUC,U,0,00000000
37069627,GENODED1RBC,U,0,00000000
37069639,GENODED1WND,U,0,00000000
37069642,GENODED1SMR,U,0,00000000
37069707,GENODED1SAM,U,0,00000000
37069720,GENODED1SLE,U,0,00000000
37069805,GENODED1WVI,U,0,00000000
37069833,GENODED1WSL,U,0,00000000
37069840,GENODED1WPF,U,0,00000000
37069991,GENODED1BRL,U,0,00000000
37070000,DEUTDEDK402,U,0,00000000
37070024,DEUTDEDBKOE,U,0,00000000
37070060,DEUTDEDKXXX,U,0,00000000
37070209,DEUTDEDKP08,U,0,00000000
37070224,DEUTDEDBP08,U,0,00000000
37080040,DRESDEFF370,U,0,00000000
37080085,DRESDEFFI51,U,0,00000000
37080086,DRESDEFFI67,U,0,00000000
37080087,DRESDEFFI96,U,0,00000000
37080088,DRESDEFFI97,U,0,00000000
37080089,DRESDEFFI98,U,0,00000000
37080090,DRESDEFFJ01,U,0,00000000
37080091,DRESDEFFJ02,U,0,00000000
37080092,DRESDEFFJ03,U,0,00000000
37080093,DRESDEFFJ04,U,0,00000000
37080094,DRESDEFFJ05,U,0,00000000
37080095,DRESDEFFJ06,U,0,00000000
37080096,DRESDEFFXXX,U,0,00000000
37080097,DRESDEFFXXX,U,0,00000000
37080098,DRESDEFFJ07,U,0,00000000
37080099,DRESDEFFI36,U,0,00000000
37089340,DRESDEFFI04,U,0,00000000
37089342,DRESDEFFI05,U,0,00000000
37160087,GENODED1CGN,U,0,00000000
37161289,GENODED1BRH,U,0,00000000
37540050,COBADEFFXXX,U,0,00000000
37551020,WELADED1LEI,U,1,37050299
37551440,WELADEDLLEV,U,0,00000000
37551780,WELADED1LAF,U,0,00000000
37570024,DEUTDEDB375,U,0,00000000
37570064,DEUTDEDK375,U,0,00000000
38010053,PBNKDEFF380,U,0,00000000
38010700,PBNKDEFFDSL,U,0,00000000
38010900,DTABDED1XXX,U,0,00000000
38010999,DTABDED1AUS,U,0,00000000
38011000,VZVDDED1XXX,U,0,00000000
38011001,VZVDDED1001,U,0,00000000
38011002,VZVDDED1002,U,0,00000000
38011003,VZVDDED1003,U,0,00000000
38011004,VZVDDED1004,U,0,00000000
38011005,VZVDDED1005,U,0,00000000
38011006,VZVDDED1006,U,0,00000000
38011007,VZVDDED1007,U,0,00000000
38011008,VZVDDED1008,U,0,00000000
38020090,HYVEDEMM402,U,0,00000000
38040007,COBADEFFXXX,U,0,00000000
38050000,COLSDE33BON,U,1,37050198
38051290,WELADED1HON,U,0,00000000
38060186,GENODED1BRS,U,0,00000000
38070024,DEUTDEDB380,U,0,00000000
38070059,DEUTDEDK380,U,0,00000000
38070408,DEUTDEDKP38,U,0,00000000
38070424,DEUTDEDBP38,U,0,00000000
38070724,DEUTDEDBXXX,U,0,00000000
38077724,DEUTDEDB383,U,0,00000000
38080055,DRESDEFF380,U,0,00000000
38160220,GENODED1HBO,U,0,00000000
38250110,WELADED1EUS,U,0,00000000
38260082,GENODED1EVB,U,0,00000000
38440016,COBADEFFXXX,U,0,00000000
38450000,WELADED1GMB,U,0,00000000
38452490,WELADED1WIE,U,0,00000000
38462135,GENODED1WIL,U,0,00000000
38470024,DEUTDEDB384,U,0,00000000
38470091,DEUTDEDW384,U,0,00000000
38621500,GENODED1STB,U,0,00000000
38650000,WELADED1SGB,U,1,37050299
38651390,WELADED1HEN,U,1,37050299
39020000,AABSDE31XXX,U,0,00000000
39040013,COBADEFFXXX,U,0,00000000
39050000,AACSDE33XXX,U,0,00000000
39060180,GENODED1AAC,U,0,00000000
39061981,GENODED1HNB,U,1,37069412
39070020,DEUTDEDK390,U,0,00000000
39070024,DEUTDEDB390,U,0,00000000
39070210,DEUTDEDKP09,U,0,00000000
39070224,DEUTDEDBP09,U,0,00000000
39080005,DRESDEFF390,U,0,00000000
39080098,DRESDEFFI37,U,0,00000000
39080099,DRESDEFFI38,U,0,00000000
39160191,GENODED1PA1,U,1,37060193
39161490,GENODED1AAS,U,0,00000000
39162980,GENODED1WUR,U,0,00000000
39362254,GENODED1RSC,U,0,00000000
39540052,COBADEFFXXX,U,0,00000000
39550110,SDUEDE33XXX,U,0,00000000
39560201,GENODED1DUE,U,0,00000000
39570024,DEUTDEDB395,U,0,00000000
39570061,DEUTDEDK395,U,0,00000000
39580041,DRESDEFF395,U,0,00000000
40022000,NRWBDEDMMST,U,0,00000000
40030000,MLBKDEH1MUE,U,0,00000000
40040028,COBADEFFXXX,U,0,00000000
40050000,WELADE3MXXX,U,0,00000000
40050150,WELADED1MST,U,0,00000000
40055555,LBSWDE31XXX,U,0,00000000
40060000,GENODEMSXXX,U,0,00000000
40060265,GENODEM1DKM,U,0,00000000
40060560,GENODEF1S08,U,0,00000000
40061238,GENODEM1GRV,U,0,00000000
40069226,GENODEM1CND,U,0,00000000
40069266,GENODEM1MAS,U,0,00000000
40069283,GENODEM1SLN,U,0,00000000
40069348,GENODEM1MDB,U,1,00000000
40069362,GENODEM1SAE,U,0,00000000
40069363,GENODEM1SMB,U,0,00000000
40069371,GENODEM1BTH,U,0,00000000
40069408,GENODEM1BAU,U,0,00000000
40069477,GENODEM1DWU,U,0,00000000
40069546,GENODEM1SDN,U,0,00000000
40069600,GENODEM1MAB,U,0,00000000
40069601,GENODEM1CAN,U,0,00000000
