# source=https://www.bundesbank.de/resource/blob/926192/b27b518a016ea7ca7af321eb7289fcf4/472B63F073F071307366337C94F8C870/blz-aktuell-csv-data.csv
# source_sha256=3a5484358b326d6d9ed8bea003601a7d79abbc100cdb81fd0d30e0c8a21898a6
# valid_from=2026-06-08
# valid_to=2026-09-06
# synthetic_non_routable_bank_code=00000000
bank_code,bic,change_marker,deletion_flag,successor_bank_code
51211000,NATXDEFPXXX,U,0,00000000
51220200,ESSEDEFFXXX,U,0,00000000
51220400,SIHRDEH1FFM,U,0,00000000
51220700,TCZBDEFFXXX,U,0,00000000
51220800,BRASDEFFXXX,U,0,00000000
51220900,MSFFDEFXXXX,U,0,00000000
51220910,MSFFDEFXCND,U,0,00000000
51230500,SCBLDEFXXXX,U,0,00000000
51230502,SCBLDEFXXXX,U,0,00000000
51230555,PLFGDE5AIKB,U,0,00000000
51250000,HELADEF1TSK,U,0,00000000
51340013,COBADEFFXXX,U,0,00000000
51343224,COBADEFFXXX,U,0,00000000
51350025,SKGIDE5FXXX,U,0,00000000
51351526,HELADEF1GRU,U,0,00000000
51352227,HELADEF1LAU,U,0,00000000
51361021,GENODE51HHE,U,0,00000000
51370008,DEUTDEFF513,U,0,00000000
51370024,DEUTDEDB513,U,0,00000000
51380040,DRESDEFF513,U,0,00000000
51380085,DRESDEFFJ18,U,0,00000000
51390000,VBMHDE5FXXX,U,0,00000000
51410700,BKCHDEFFXXX,U,0,00000000
51420200,MIBEDEFFXXX,U,0,00000000
51420300,BAERDEF1XXX,U,0,00000000
51430400,GOLDDEFFXXX,U,0,00000000
51430410,GOLDDEFBXXX,U,0,00000000
51432100,SABCDEFFXXX,U,0,00000000
51540037,COBADEFFXXX,U,0,00000000
51550035,HELADEF1WET,U,0,00000000
51570008,DEUTDEFF515,U,0,00000000
51570024,DEUTDEDB515,U,0,00000000
51580044,DRESDEFF515,U,0,00000000
51591300,GENODE51WBO,U,0,00000000
51640043,COBADEFFXXX,U,0,00000000
51650045,HELADEF1DIL,U,0,00000000
51690000,GENODE51DIL,U,0,00000000
51691500,GENODE51HER,U,0,00000000
51752267,HELADEF1BAT,U,0,00000000
51762434,GENODE51BIK,U,0,00000000
51850079,HELADEF1FRI,U,0,00000000
51861325,GENODEF1BVB,U,0,00000000
51861403,GENODE51BUT,U,0,00000000
51861616,GENODE51REW,U,0,00000000
51861806,GENODE51OBM,U,0,00000000
51961023,GENODE51ULR,U,0,00000000
51961801,GENODE51FEL,U,0,00000000
51990000,GENODE51LB1,U,0,00000000
52040021,COBADEFFXXX,U,0,00000000
52050000,HELADEFF520,U,0,00000000
52050353,HELADEF1KAS,U,0,00000000
52051373,HELADEF1BOR,U,0,00000000
52051555,HELADEF1FEL,U,0,00000000
52051877,HELADEF1GRE,U,0,00000000
52052154,HELADEF1MEG,U,0,00000000
52053458,HELADEF1SWA,U,0,00000000
52060000,GENODEFF520,U,0,00000000
52060208,GENODEF1KS2,U,0,00000000
52060410,GENODEF1EK1,U,0,00000000
52060420,GENODEF1EK1,U,0,00000000
52061303,GENODEF1BOR,U,0,00000000
52062200,GENODEF1GUB,U,0,00000000
52062601,GENODEF1HRV,U,0,00000000
52063369,GENODEF1SPB,U,0,00000000
52063550,GENODEF1WOH,U,0,00000000
52064156,GENODEF1BTA,U,0,00000000
52069013,GENODEF1BHN,U,0,00000000
52069029,GENODEF1GMD,U,0,00000000
52069065,GENODEF1BUR,U,0,00000000
52069149,GENODEF1VLM,U,0,00000000
52069519,GENODEF1FBK,U,0,00000000
52070012,DEUTDEFF520,U,0,00000000
52070024,DEUTDEDB520,U,0,00000000
52071212,DEUTDEFF521,U,0,00000000
52071224,DEUTDEDB521,U,0,00000000
52080080,DRESDEFF520,U,0,00000000
52080085,DRESDEFFJ19,U,0,00000000
52090000,GENODE51KS1,U,0,00000000
52240006,COBADEFFXXX,U,0,00000000
52250030,HELADEF1ESW,U,0,00000000
52260385,GENODEF1ESW,U,0,00000000
52270012,DEUTDEFF522,U,0,00000000
52270024,DEUTDEDB522,U,0,00000000
52350005,HELADEF1KOR,U,0,00000000
52360059,GENODEF1KBW,U,0,00000000
52410300,RBAGDEF1XXX,U,0,00000000
52410310,RBAGDEF1CMI,U,0,00000000
52410400,KOEXDEFAXXX,U,0,00000000
52411000,RBAGDEF1CMI,U,0,00000000
52411010,RBAGDEF1CMI,U,0,00000000
52420000,BSUIDEFFXXX,U,0,00000000
52420300,SHBKDEFFXXX,U,0,00000000
52420600,ABGRDEFFXXX,U,0,00000000
52420700,SECGDEFFXXX,U,0,00000000
52430000,CMCIDEF1XXX,U,0,00000000
53040012,COBADEFFXXX,U,0,00000000
53050180,HELADEF1FDS,U,0,00000000
53051396,HELADEF1SLU,U,0,00000000
53060180,GENODE51FUL,U,0,00000000
53061230,GENODEF1HUE,U,0,00000000
53061313,GENODE51SLU,U,0,00000000
53062035,GENODEF1GLU,U,0,00000000
53062350,GENODEF1PBG,U,0,00000000
53064023,GENODEF1FLN,U,0,00000000
53070007,DEUTDEFF530,U,0,00000000
53070024,DEUTDEDB530,U,0,00000000
53070324,DEUTDEDBP27,U,0,00000000
53070394,DEUTDEFFS27,U,0,00000000
53080030,DRESDEFF530,U,0,00000000
53093200,GENODE51ALS,U,0,00000000
53093255,GENODE51AGR,U,0,00000000
53240048,COBADEFFXXX,U,0,00000000
53250000,HELADEF1HER,U,0,00000000
53260145,GENODEF1HFA,U,0,00000000
53261202,GENODEF1BEB,U,0,00000000
53261342,GENODEF1RAW,U,0,00000000
53262073,GENODEF1HNT,U,0,00000000
53262455,GENODEF1ROH,U,0,00000000
53270012,DEUTDEFF532,U,0,00000000
53270024,DEUTDEDB518,U,0,00000000
53280081,DRESDEFF532,U,0,00000000
53290000,GENODE51BHE,U,0,00000000
53340024,COBADEFFXXX,U,0,00000000
53350000,HELADEF1MAR,U,0,00000000
53370008,DEUTDEFF533,U,0,00000000
53370024,DEUTDEDB533,U,0,00000000
53380042,DRESDEFF533,U,0,00000000
53381843,DRESDEFF568,U,0,00000000
54020090,HYVEDEMM482,U,0,00000000
54030011,SCRUDE51XXX,U,0,00000000
54040042,COBADEFFXXX,U,0,00000000
54050110,MALADE51KLS,U,0,00000000
54050220,MALADE51KLK,U,0,00000000
54051550,MALADE51KUS,U,0,00000000
54051660,MALADE51LAS,U,1,00000000
54051990,MALADE51ROK,U,0,00000000
54061650,GENODE61LAN,U,0,00000000
54062027,GENODE61ALB,U,1,00000000
54070024,DEUTDEDB540,U,0,00000000
54070092,DEUTDESM540,U,0,00000000
54080021,DRESDEFF540,U,0,00000000
54090000,GENODE61KL1,U,0,00000000
54091700,GENODE61LEK,U,0,00000000
54091800,GENODE61OB1,U,0,00000000
54092400,GENODE61GLM,U,0,00000000
54220091,HYVEDEMM485,U,0,00000000
54240032,COBADEFFXXX,U,0,00000000
54250010,MALADE51SWP,U,0,00000000
54261700,GENODE61ROA,U,0,00000000
54270024,DEUTDEDB542,U,0,00000000
54270096,DEUTDESM542,U,0,00000000
54280023,DRESDEFF542,U,0,00000000
54291200,GENODE61DAH,U,0,00000000
54500000,MARKDEF1545,U,0,00000000
54510067,PBNKDEFFXXX,U,0,00000000
54520194,HYVEDEMM483,U,0,00000000
54540033,COBADEFFXXX,U,0,00000000
54550010,LUHSDE6AXXX,U,0,00000000
54550120,MALADE51LUH,U,0,00000000
54561310,GENODE61LBS,M,0,00000000
54570024,DEUTDEDB545,U,0,00000000
54570094,DEUTDESM545,U,0,00000000
54580020,DRESDEFF545,U,0,00000000
54620093,HYVEDEMM620,U,0,00000000
54640035,COBADEFFXXX,U,0,00000000
54651240,MALADE51DKH,U,0,00000000
54661800,GENODE61FSH,U,0,00000000
54663270,GENODE61FHR,U,0,00000000
54670024,DEUTDEDB546,U,0,00000000
54670095,DEUTDESM546,U,0,00000000
54680022,DRESDEFF546,U,0,00000000
54691200,GENODE61DUW,U,0,00000000
54750010,MALADE51SPY,U,0,00000000
54790000,GENODE61SPE,U,0,00000000
54850010,SOLADES1SUW,U,0,00000000
54851440,MALADE51KAD,U,0,00000000
54861190,GENODE61EDH,U,0,00000000
54862390,GENODE61HXH,U,0,00000000
54862500,GENODE61SUW,U,0,00000000
54891300,GENODE61BZA,U,0,00000000
55000000,MARKDEF1550,U,0,00000000
55010400,AARBDE5WDOM,U,0,00000000
55010424,AARBDE5W550,U,0,00000000
55010625,AARBDE5WCLE,U,0,00000000
55010800,ISBRDE55XXX,U,0,00000000
55020000,BHFBDEFF550,U,0,00000000
55020100,BKMZDE51XXX,U,0,00000000
55020486,HYVEDEMM486,U,0,00000000
55020500,BFSWDE33MNZ,U,0,00000000
55020555,BFSWDE33MNZ,U,0,00000000
55020600,IMMODE5MXXX,U,0,00000000
55020700,SUFGDE51XXX,U,0,00000000
55030500,CPLADE55XXX,U,0,00000000
55033300,SCFBDE33XXX,M,0,00000000
55040022,COBADEFFXXX,U,0,00000000
55040060,COBADEFFXXX,U,0,00000000
55040061,COBADEFFXXX,U,0,00000000
55050000,SOLADEST550,U,0,00000000
55050120,MALADE51MNZ,U,0,00000000
55060321,GENODE51MZ4,U,0,00000000
55060417,GENODE51MZ2,U,0,00000000
55060611,GENODE51MZ6,U,0,00000000
55061303,GENODE51BUD,U,0,00000000
55061507,GENODE51HDS,U,0,00000000
55061907,GENODE51NIS,U,1,00000000
55070024,DEUTDEDBMAI,U,0,00000000
55070040,DEUTDE5MXXX,U,0,00000000
55070324,DEUTDEDBP29,U,0,00000000
55070396,DEUTDE5MP29,U,0,00000000
55080044,COBADEFFXXX,U,0,00000000
55080065,DRESDEFF550,U,0,00000000
55080085,DRESDEFFJ20,U,0,00000000
55080086,DRESDEFFJ21,U,0,00000000
55080088,DRESDEFF555,U,0,00000000
55090500,GENODEF1S01,U,0,00000000
55091200,GENODE61AZY,U,0,00000000
55150098,MALADE51EMZ,U,0,00000000
55160195,GENODED1PA4,U,1,37060193
55190000,MVBMDE55XXX,U,0,00000000
55340041,COBADEFFXXX,U,0,00000000
55350010,MALADE51WOR,U,0,00000000
55361202,GENODE51AHM,U,0,00000000
55362071,GENODE51BEC,U,0,00000000
55390000,GENODE61WO1,U,0,00000000
56020086,HYVEDEMM515,U,0,00000000
56050180,MALADE51KRE,U,0,00000000
56051790,MALADE51SIM,U,0,00000000
56061151,GENODED1KSL,U,0,00000000
56061472,GENODED1KHK,U,0,00000000
56062227,GENODED1RBO,U,0,00000000
56070024,DEUTDEDB560,U,0,00000000
56070040,DEUTDE5M560,U,0,00000000
56090000,GENODE51KRE,U,0,00000000
56240050,COBADEFFXXX,U,0,00000000
56250030,BILADE55XXX,U,0,00000000
56261735,GENODED1FIN,U,0,00000000
56270024,DEUTDEDB562,U,0,00000000
56270044,DEUTDE5M562,U,0,00000000
57000000,MARKDEF1570,U,0,00000000
57020086,HYVEDEMM401,U,0,00000000
57020301,MKBKDE51XXX,U,0,00000000
57020500,OYAKDE5KXXX,U,0,00000000
57020600,DEBKDE51XXX,U,0,00000000
57040044,COBADEFFXXX,U,0,00000000
57050120,MALADE51KOB,U,0,00000000
57051001,MALADE51BMB,U,0,00000000
57051870,MALADE51COC,U,0,00000000
57060000,GENODEDD570,U,0,00000000
57062675,GENODE51NWA,U,0,00000000
57064221,GENODED1MKA,U,0,00000000
57069067,GENODED1LUH,U,0,00000000
57069081,GENODED1MOK,U,0,00000000
57069144,GENODED1KAI,U,0,00000000
57069238,GENODED1ASN,U,0,00000000
57069257,GENODED1UMO,U,0,00000000
57069315,GENODED1SRH,U,0,00000000
57069361,GENODED1WLG,U,0,00000000
57069727,GENODED1IRR,U,0,00000000
57069806,GENODED1MBA,U,0,00000000
57070024,DEUTDEDB570,U,0,00000000
57070045,DEUTDE5M570,U,0,00000000
57070324,DEUTDEDBP28,U,0,00000000
57070395,DEUTDE5MP28,U,0,00000000
57080070,DRESDEFF570,U,0,00000000
57090000,GENODE51KOB,U,0,00000000
57090010,GENODE51KOB,U,0,00000000
57090900,GENODEF1P12,U,0,00000000
57091000,GENODE51MON,U,0,00000000
57092800,GENODE51DIE,U,0,00000000
57263015,GENODE51ARZ,U,0,00000000
57351030,MALADE51AKI,U,0,00000000
57361476,GENODED1GBS,U,0,00000000
57363243,GENODED1NFB,U,0,00000000
57391200,GENODE51DAA,U,0,00000000
57391500,GENODE51HAM,U,0,00000000
57391800,GENODE51WW1,U,0,00000000
57450120,MALADE51NWD,U,0,00000000
57460117,GENODED1NWD,U,0,00000000
57461759,GENODED1MRW,U,0,00000000
57470024,DEUTDEDB574,U,0,00000000
57470047,DEUTDE5M574,U,0,00000000
57650010,MALADE51MYN,U,0,00000000
57661253,GENODED1KEH,U,0,00000000
57662263,GENODED1MPO,U,0,00000000
57751310,MALADE51AHR,U,0,00000000
57761591,GENODED1BNA,U,0,00000000
57761599,GENODED1BNA,U,0,00000000
57762265,GENODED1GRO,U,0,00000000
58520086,HYVEDEMM437,U,0,00000000
58540035,COBADEFFXXX,U,0,00000000
58550130,TRISDE55XXX,U,0,00000000
58560103,GENODED1TVB,U,0,00000000
58560294,GENODED1PA3,U,1,37060193
58561626,GENODED1SRB,U,0,00000000
58561771,GENODED1MLW,U,0,00000000
58564788,GENODED1HWM,U,0,00000000
58570024,DEUTDEDB585,U,0,00000000
58570048,DEUTDE5M585,U,0,00000000
58580074,DRESDEFF585,U,0,00000000
58590900,GENODEF1P21,U,0,00000000
58650030,MALADE51BIT,U,0,00000000
58651240,MALADE51DAU,U,0,00000000
58660101,GENODED1BIT,U,0,00000000
58661901,GENODED1WSC,U,0,00000000
58662653,GENODED1OSE,U,0,00000000
58691500,GENODED1PRU,U,0,00000000
58751230,MALADE51BKS,U,0,00000000
58760954,GENODED1WTL,U,0,00000000
58761343,GENODED1BPU,U,0,00000000
58771224,DEUTDEDB587,U,0,00000000
58771242,DEUTDE5M587,U,0,00000000
59000000,MARKDEF1590,U,0,00000000
59010011,PBNKDEFF011,U,0,00000000
59010012,PBNKDEFF012,U,0,00000000
59010013,PBNKDEFF013,U,0,00000000
59010014,PBNKDEFF014,U,0,00000000
59010015,PBNKDEFF015,U,0,00000000
59010016,PBNKDEFF016,U,0,00000000
59010017,PBNKDEFF017,U,0,00000000
59010018,PBNKDEFF018,U,0,00000000
59010019,PBNKDEFF019,U,0,00000000
59010021,PBNKDEFF021,U,0,00000000
59010022,PBNKDEFF022,U,0,00000000
59010023,PBNKDEFF023,U,0,00000000
59010024,PBNKDEFF024,U,0,00000000
59010025,PBNKDEFF025,U,0,00000000
59010026,PBNKDEFF026,U,0,00000000
59010027,PBNKDEFF027,U,0,00000000
59010028,PBNKDEFF028,U,0,00000000
59010029,PBNKDEFF029,U,0,00000000
59010031,PBNKDEFF031,U,0,00000000
59010032,PBNKDEFF032,U,0,00000000
59010033,PBNKDEFF033,U,0,00000000
59010034,PBNKDEFF034,U,0,00000000
59010035,PBNKDEFF035,U,0,00000000
59010036,PBNKDEFF036,U,0,00000000
59010037,PBNKDEFF037,U,0,00000000
59010038,PBNKDEFF038,U,0,00000000
59010039,PBNKDEFF039,U,0,00000000
59010040,PBNKDEFF040,U,0,00000000
59010041,PBNKDEFF041,U,0,00000000
59010042,PBNKDEFF042,U,0,00000000
59010044,PBNKDEFF044,U,0,00000000
59010045,PBNKDEFF045,U,0,00000000
59010047,PBNKDEFF047,U,0,00000000
59010048,PBNKDEFF048,U,0,00000000
59010049,PBNKDEFF049,U,0,00000000
59010051,PBNKDEFF051,U,0,00000000
59010052,PBNKDEFF052,U,0,00000000
59010053,PBNKDEFF053,U,0,00000000
59010054,PBNKDEFF054,U,0,00000000
59010055,PBNKDEFF055,U,0,00000000
59010056,PBNKDEFF056,U,0,00000000
59010057,PBNKDEFF057,U,0,00000000
59010058,PBNKDEFF058,U,0,00000000
59010059,PBNKDEFF059,U,0,00000000
59010061,PBNKDEFF061,U,0,00000000
59010062,PBNKDEFF062,U,0,00000000
59010063,PBNKDEFF063,U,0,00000000
59010064,PBNKDEFF064,U,0,00000000
59010065,PBNKDEFF065,U,0,00000000
59010066,PBNKDEFFXXX,U,0,00000000
59010068,PBNKDEFF068,U,0,00000000
59010069,PBNKDEFF069,U,0,00000000
59010071,PBNKDEFF071,U,0,00000000
59010072,PBNKDEFF072,U,0,00000000
59010073,PBNKDEFF073,U,0,00000000
59010074,PBNKDEFF074,U,0,00000000
59010400,SIKBDE55XXX,U,0,00000000
59020090,HYVEDEMM432,U,0,00000000
59020400,MEGHDE81XXX,U,0,00000000
59040000,COBADEFFXXX,U,0,00000000
59050000,SALADE55XXX,U,0,00000000
59050101,SAKSDE55XXX,U,0,00000000
59051090,SALADE51VKS,U,0,00000000
59070000,DEUTDE5M555,U,0,00000000
59070070,DEUTDEDB595,U,0,00000000
59080090,DRESDEFF590,U,0,00000000
59090900,GENODEF1P19,U,0,00000000
59092000,GENODE51SB2,U,0,00000000
59099550,GENODE51NOH,U,0,00000000
59190000,SABADE5SXXX,U,0,00000000
59190200,GENODE51SLS,U,0,00000000
59251020,SALADE51WND,U,0,00000000
59252046,SALADE51NKS,U,0,00000000
59291000,GENODE51WEN,U,0,00000000
59291200,GENODE51BEX,U,0,00000000
59320087,HYVEDEMM838,U,0,00000000
59350110,KRSADE55XXX,U,0,00000000
59351040,MERZDE55XXX,U,0,00000000
59390100,GENODE51SLF,U,1,00000000
59391200,GENODE51UBH,U,0,00000000
59392000,GENODE51DSA,U,1,00000000
59392200,GENODE51LOS,U,0,00000000
59393000,GENODE51LEB,U,0,00000000
59450010,SALADE51HOM,U,0,00000000
59491300,GENODE51MBT,U,0,00000000
60000000,MARKDEF1600,U,0,00000000
60010070,PBNKDEFFXXX,U,0,00000000
60010424,AARBDE5W600,U,0,00000000
60010700,LKBWDE6K600,U,1,66010700
60020030,SOLADEST601,U,0,00000000
60020100,SCHWDESSXXX,U,0,00000000
60020290,HYVEDEMM473,U,0,00000000
60030000,MEBEDE6SDCB,U,0,00000000
60030100,BHBADES1XXX,U,0,00000000
60030200,ELGEDES1XXX,U,0,00000000
60030600,CPLUDES1XXX,U,0,00000000
60030633,CPLUDES1633,A,0,00000000
60030666,CPLUDES1666,U,0,00000000
60030700,AKBADES1XXX,U,0,00000000
60030900,ISBKDEFXSTU,U,0,00000000
60031000,TRUFDE66XXX,U,0,00000000
60033000,BSWLDE61XXX,U,0,00000000
60035810,IBKBDES1XXX,U,0,00000000
60040060,COBADEFFXXX,U,0,00000000
60040061,COBADEFFXXX,U,0,00000000
60040071,COBADEFFXXX,U,0,00000000
60040075,COBADEFFXXX,U,0,00000000
60050000,SOLADESTXXX,U,0,00000000
60050009,,U,0,00000000
60050101,SOLADEST600,U,0,00000000
60060000,GENODESGXXX,U,0,00000000
60060202,GENODESTXXX,U,0,00000000
60060396,GENODES1UTV,U,0,00000000
60062775,GENODES1ECH,U,0,00000000
60062909,GENODES1MCH,U,0,00000000
60069017,GENODES1DMS,U,1,60069346
60069066,GENODES1RBA,U,0,00000000
60069075,GENODES1RVG,U,0,00000000
60069147,GENODES1RSF,U,0,00000000
60069158,GENODES1SAA,U,0,00000000
60069206,GENODES1AID,U,0,00000000
60069224,GENODES1GWS,U,0,00000000
60069239,GENODES1BPF,U,0,00000000
60069242,GENODES1RGR,U,0,00000000
60069245,GENODES1RVG,U,0,00000000
60069251,GENODES1RDI,U,0,00000000
60069302,GENODES1ERM,U,0,00000000
60069303,GENODES1RBS,U,0,00000000
60069308,GENODES1RIN,U,0,00000000
60069315,GENODES1MDH,U,0,00000000
60069336,GENODES1RMA,U,0,00000000
60069346,GENODES1REH,U,0,00000000
60069350,GENODES1RRG,U,0,00000000
60069355,GENODES1EHN,U,0,00000000
60069378,GENODES1DEH,U,0,00000000
60069387,GENODES1DBE,U,0,00000000
60069417,GENODES1KIB,U,0,00000000
60069419,GENODES1UHL,U,1,00000000
60069442,GENODES1RFS,U,0,00000000
60069455,GENODES1RVS,U,0,00000000
60069457,GENODES1OTT,U,0,00000000
60069462,GENODES1WBB,U,0,00000000
60069463,GENODES1RKH,U,1,65362499
60069476,GENODES1DEA,U,0,00000000
60069485,GENODES1ROW,U,0,00000000
60069505,GENODES1VMT,U,0,00000000
60069517,GENODES1SCA,U,0,00000000
60069527,GENODES1RNS,U,0,00000000
60069538,GENODES1LOC,U,0,00000000
60069544,GENODES1RWN,U,0,00000000
60069545,GENODES1NUF,U,0,00000000
60069553,GENODES1HAR,U,0,00000000
60069564,GENODES1RVA,U,0,00000000
60069595,GENODES1SBB,U,0,00000000
60069639,GENODES1RIH,U,0,00000000
60069669,GENODES1EHB,U,1,60491430
60069673,GENODES1ABR,U,0,00000000
60069680,GENODES1BRZ,U,0,00000000
60069685,GENODES1RWA,U,0,00000000
60069705,GENODES1SLA,U,0,00000000
60069706,GENODES1MEH,U,0,00000000
60069710,GENODES1RGF,U,0,00000000
60069714,GENODES1IBR,U,0,00000000
60069727,GENODES1ROF,U,0,00000000
60069738,GENODES1FAN,U,0,00000000
60069766,GENODES1BBO,U,0,00000000
60069795,GENODES1HHB,U,0,00000000
60069798,GENODES1RHB,U,0,00000000
60069817,GENODES1RMO,U,0,00000000
60069832,GENODES1URB,U,0,00000000
60069842,GENODES1DHB,U,0,00000000
60069858,GENODES1VAI,U,0,00000000
60069860,GENODES1FED,U,0,00000000
60069876,GENODES1ROG,U,0,00000000
60069896,GENODES1PLE,U,0,00000000
60069904,GENODES1RUW,U,0,00000000
60069905,GENODES1REM,U,0,00000000
60069911,GENODES1ERL,U,0,00000000
60069926,GENODES1VBG,U,1,00000000
60069927,GENODES1BHB,U,0,00000000
60069931,GENODES1BGH,U,0,00000000
60069950,GENODES1TUN,U,0,00000000
60069976,GENODES1BOE,U,0,00000000
60070024,DEUTDEDBSTG,U,0,00000000
60070070,DEUTDESSXXX,U,0,00000000
60070214,DEUTDESSP13,U,0,00000000
60070224,DEUTDEDBP13,U,0,00000000
60080000,DRESDEFF600,U,0,00000000
60080055,DRESDEFF608,U,0,00000000
60080057,DRESDEFF609,U,0,00000000
60080085,DRESDEFFI50,U,0,00000000
60080086,DRESDEFFI54,U,0,00000000
60080087,DRESDEFFI57,U,0,00000000
60080088,DRESDEFFI58,U,0,00000000
60089450,DRESDEFFI21,U,0,00000000
60090100,VOBADESSXXX,U,0,00000000
60090133,VOBADESSXXX,U,0,00000000
60090300,GENODES1ZUF,U,0,00000000
60090700,SWBSDESSXXX,U,0,00000000
60090800,GENODEF1S02,U,0,00000000
60090900,GENODEF1P20,U,0,00000000
60120200,BHFBDEFF600,U,0,00000000
60120500,BFSWDE33STG,U,0,00000000
60133300,SCFBDE33XXX,M,0,00000000
60241074,COBADEFFXXX,U,0,00000000
60250010,SOLADES1WBN,U,0,00000000
60261329,GENODES1FBB,U,0,00000000
60261622,GENODES1WNS,U,0,00000000
60261818,GENODES1RWT,U,0,00000000
60262063,GENODES1KOR,U,0,00000000
60262693,GENODES1KRN,U,0,00000000
60270024,DEUTDEDB606,U,0,00000000
60270073,DEUTDESS606,U,0,00000000
60290110,GENODES1VWN,U,0,00000000
60291120,GENODES1VBK,U,0,00000000
60320291,HYVEDEMM858,U,0,00000000
60340071,COBADEFFXXX,U,0,00000000
60350130,BBKRDE6BXXX,U,0,00000000
60361923,GENODES1WES,U,0,00000000
60380002,DRESDEFF601,U,0,00000000
60390000,GENODES1BBV,U,0,00000000
60390300,GENODES1LEO,U,0,00000000
60391310,GENODES1VBH,U,0,00000000
60391420,GENODES1MAG,U,0,00000000
60420000,WBAGDE61XXX,U,0,00000000
60420020,WBAGDEA1XXX,U,0,00000000
60420021,WBAGDEA1XXX,U,0,00000000
60420186,HYVEDEMM860,U,0,00000000
60422000,SABUDES1XXX,U,0,00000000
60440073,COBADEFFXXX,U,0,00000000
60450050,SOLADES1LBG,U,0,00000000
60460142,GENODES1EGL,U,0,00000000
60462808,GENODES1AMT,U,0,00000000
60470024,DEUTDEDB604,U,0,00000000
60470082,DEUTDESS604,U,0,00000000
60480008,DRESDEFF604,U,0,00000000
60490150,GENODES1LBG,U,0,00000000
60491430,GENODES1VBB,U,0,00000000
60661906,GENODES1WIM,U,0,00000000
60663084,GENODES1RCW,U,0,00000000
60670024,DEUTDEDB659,U,0,00000000
60670070,DEUTDESS659,U,0,00000000
61030000,MARBDE6GXXX,U,0,00000000
61040014,COBADEFFXXX,U,0,00000000
61050000,GOPSDE6GXXX,U,0,00000000
61060500,GENODES1VGP,U,0,00000000
61070024,DEUTDEDB610,U,0,00000000
61070078,DEUTDESS610,U,0,00000000
61080006,DRESDEFF610,U,0,00000000
61091200,GENODES1DGG,U,0,00000000
61120286,HYVEDEMM859,U,0,00000000
61140071,COBADEFFXXX,U,0,00000000
61150020,ESSLDE66XXX,U,0,00000000
61161696,GENODES1NHB,U,0,00000000
61170024,DEUTDEDB611,U,0,00000000
61170076,DEUTDESS611,U,0,00000000
61180004,DRESDEFF611,U,0,00000000
61190110,GENODES1ESS,U,0,00000000
61191310,GENODES1VBP,U,0,00000000
61240048,COBADEFFXXX,U,0,00000000
61261213,GENODES1TEC,U,0,00000000
61261339,GENODES1HON,U,0,00000000
61262258,GENODES1WLF,U,0,00000000
61262345,GENODES1BBF,U,0,00000000
61281007,DRESDEFF612,U,0,00000000
61290120,GENODES1NUE,U,0,00000000
61340079,COBADEFFXXX,U,0,00000000
61361722,GENODES1HEU,U,0,00000000
61361975,GENODES1RML,U,0,00000000
61370024,DEUTDEDB613,U,0,00000000
61370086,DEUTDESS613,U,0,00000000
61390140,GENODES1VGD,U,0,00000000
61391410,GENODES1WEL,U,0,00000000
61420086,HYVEDEMM272,U,0,00000000
61440086,COBADEFFXXX,U,0,00000000
61450050,OASPDE6AXXX,U,0,00000000
61480001,DRESDEFF614,U,0,00000000
61490150,GENODES1AAV,U,0,00000000
61491010,GENODES1ELL,U,0,00000000
62020000,HOEBDE61XXX,U,0,00000000
62040060,COBADEFFXXX,U,0,00000000
62050000,HEISDE66XXX,U,0,00000000
62061991,GENODES1VOS,U,0,00000000
62062215,GENODES1BIA,U,0,00000000
62062643,GENODES1VFT,U,0,00000000
62063263,GENODES1VLS,U,0,00000000
62070024,DEUTDEDB620,U,0,00000000
62070081,DEUTDESS620,U,0,00000000
62080012,DRESDEFF620,U,0,00000000
62090100,GENODES1VHN,U,0,00000000
62091400,GENODES1VBR,U,0,00000000
62091600,GENODES1VMN,U,0,00000000
62091800,GENODES1VHL,U,0,00000000
62220000,BSHHDE61XXX,U,0,00000000
62240048,COBADEFFXXX,U,0,00000000
62250030,SOLADES1SHA,U,0,00000000
62251550,SOLADES1KUN,U,0,00000000
62280012,DRESDEFF622,U,0,00000000
62290110,GENODES1SHA,U,0,00000000
62291020,GENODES1CRV,U,0,00000000
62391420,GENODES1VVT,U,0,00000000
63000000,MARKDEF1630,U,0,00000000
63020086,HYVEDEMM461,U,0,00000000
63040053,COBADEFFXXX,U,0,00000000
63050000,SOLADES1ULM,U,0,00000000
63061486,GENODES1LBK,U,0,00000000
63070024,DEUTDEDB630,U,0,00000000
63070088,DEUTDESS630,U,0,00000000
63080015,DRESDEFF630,U,0,00000000
63080085,DRESDEFFI59,U,0,00000000
63090100,ULMVDE66XXX,U,0,00000000
63091010,GENODES1EHI,U,0,00000000
63091200,GENODES1BLA,U,0,00000000
63091300,GENODES1LAI,U,0,00000000
63220090,HYVEDEMM271,U,0,00000000
63240016,COBADEFFXXX,U,0,00000000
63250030,SOLADES1HDH,U,0,00000000
63290110,GENODES1HDH,U,0,00000000
64000000,MARKDEF1640,U,0,00000000
64020186,HYVEDEMM374,U,0,00000000
64040033,COBADEFFXXX,U,0,00000000
64040045,COBADEFFXXX,U,0,00000000
64050000,SOLADES1REU,U,0,00000000
64061854,GENODES1STW,U,0,00000000
64070024,DEUTDEDB640,U,0,00000000
